OrderID,Date,CustomerID,ProductID,StoreID,SalesChannel,Quantity,FinalPrice
5132,2024-09-25,1850,10,5,Store,2,699.0
5133,2024-10-30,1266,18,5,Store,1,399.0
5134,2024-09-16,1410,6,1,Store,1,2499.0
5135,2024-11-07,1490,10,8,Online,1,629.1
5136,2025-06-26,1929,4,11,Online,2,269.1
5137,2025-01-09,1233,18,5,Store,2,399.0
5138,2025-06-06,1575,2,9,Online,1,2699.1
5139,2024-12-09,1523,20,6,Online,2,71.1
5140,2025-04-16,1246,7,9,Online,1,233.1
5141,2025-09-09,1325,17,2,Store,2,2599.0
5142,2024-09-13,1454,16,13,Store,1,3599.0
5143,2025-02-14,1170,6,2,Online,2,2249.1
5144,2024-11-02,1873,8,8,Store,2,1499.0
5145,2025-07-14,1866,22,8,Online,1,269.1
5146,2024-09-25,1400,23,14,Store,2,399.0
5147,2024-11-03,1349,2,8,Store,2,2999.0
5148,2026-04-20,1914,9,4,Store,1,1099.0
5149,2024-11-17,1812,5,1,Online,2,3150.0
5150,2024-07-03,1871,4,8,Store,1,299.0
5151,2026-04-25,1930,5,14,Store,2,3500.0
5152,2024-07-06,1144,24,12,Online,1,539.1
5153,2025-12-11,1618,12,3,Store,2,599.0
5154,2025-06-23,1104,14,5,Online,2,4499.1
5155,2024-10-03,1881,17,13,Online,1,2339.1
5156,2025-11-03,1164,16,10,Online,1,3239.1
5157,2024-11-19,1975,5,9,Online,1,3150.0
5158,2025-05-11,1414,8,10,Store,2,1499.0
5159,2026-03-25,1598,19,4,Store,2,99.0
5160,2025-11-08,1958,23,7,Online,2,359.1
5161,2024-07-17,1990,12,10,Online,2,539.1
5162,2025-06-26,1638,16,6,Online,2,3239.1
5163,2025-04-25,1276,13,1,Online,2,5129.1
5164,2025-11-12,1882,25,5,Store,2,399.0
5165,2026-01-13,1326,12,14,Online,2,539.1
5166,2026-02-26,1167,16,3,Store,2,3599.0
5167,2025-01-21,1498,3,13,Online,2,1799.1
5168,2026-01-28,1925,1,10,Online,2,3599.1
5169,2024-06-12,1797,7,11,Online,1,233.1
5170,2024-06-01,1424,9,5,Online,2,989.1
5171,2025-10-31,1257,6,11,Online,1,2249.1
5172,2024-07-06,1394,17,5,Store,2,2599.0
5173,2025-11-11,1510,8,10,Store,1,1499.0
5174,2026-01-30,1756,13,14,Store,1,5699.0
5175,2025-12-23,1051,9,4,Online,2,989.1
5176,2026-01-08,1911,18,10,Online,2,359.1
5177,2025-02-26,1859,14,10,Store,1,4999.0
5178,2024-11-14,1353,10,13,Store,2,699.0
5179,2025-05-03,1212,10,13,Online,2,629.1
5180,2026-05-25,1222,20,6,Store,2,79.0
5181,2024-07-09,1957,5,4,Store,2,3500.0
5182,2025-08-19,1729,10,6,Online,2,629.1
5183,2025-08-06,1577,19,12,Online,2,89.1
5184,2025-08-13,1372,8,7,Online,2,1349.1
5185,2025-06-04,1693,13,11,Store,1,5699.0
5186,2025-12-09,1273,11,12,Online,2,1079.1
5187,2024-09-15,1694,4,8,Online,1,269.1
5188,2025-02-02,1265,2,14,Store,2,2999.0
5189,2025-07-04,1988,5,2,Online,2,3150.0
5190,2024-07-27,1926,15,10,Online,2,3689.1
5191,2025-11-19,1646,14,14,Store,1,4999.0
5192,2025-01-21,1960,8,9,Store,1,1499.0
5193,2024-11-27,1091,6,12,Online,1,2249.1
5194,2025-06-03,1623,8,13,Store,2,1499.0
5195,2025-04-10,1561,3,2,Store,1,1999.0
5196,2025-02-12,1341,23,2,Online,2,359.1
5197,2025-12-14,1298,16,8,Online,1,3239.1
5198,2024-07-12,1415,16,1,Store,2,3599.0
5199,2025-07-10,1907,17,6,Store,1,2599.0
5200,2025-08-26,1460,22,14,Online,2,269.1
5201,2024-09-29,1931,23,11,Online,2,359.1
5202,2026-03-18,1917,3,2,Store,1,1999.0
5203,2026-05-01,1281,9,9,Online,1,989.1
5204,2024-10-11,1334,3,10,Store,2,1999.0
5205,2025-04-13,1922,4,5,Store,1,299.0
5206,2025-02-09,1609,11,4,Online,1,1079.1
5207,2025-05-25,1049,19,2,Store,2,99.0
5208,2025-07-17,1683,11,4,Online,2,1079.1
5209,2024-12-23,1827,9,1,Online,1,989.1
5210,2024-06-15,1578,24,14,Store,1,599.0
5211,2024-09-01,1009,12,13,Store,1,599.0
5212,2026-03-07,1867,21,5,Online,1,44.1
5213,2025-01-08,1083,10,13,Store,2,699.0
5214,2025-02-18,1930,22,8,Online,2,269.1
5215,2025-07-07,1490,24,2,Online,1,539.1
5216,2025-05-11,1447,7,9,Store,1,259.0
5217,2025-03-11,1949,14,14,Online,2,4499.1
5218,2026-04-08,1303,14,5,Online,2,4499.1
5219,2025-07-08,1190,10,4,Store,2,699.0
5220,2026-05-17,1248,21,5,Online,1,44.1
5221,2025-02-13,1482,24,9,Online,2,539.1
5222,2025-08-18,1570,19,10,Store,1,99.0
5223,2024-09-02,1102,19,9,Store,1,99.0
5224,2024-10-31,1878,24,11,Store,2,599.0
5225,2025-12-18,1772,12,4,Store,2,599.0
5226,2024-09-13,1671,7,6,Store,2,259.0
5227,2025-11-17,1966,7,10,Online,1,233.1
5228,2024-10-22,1564,15,12,Store,2,4099.0
5229,2024-12-10,1219,19,4,Store,1,99.0
5230,2026-04-20,1260,8,1,Online,1,1349.1
5231,2025-06-01,1022,4,4,Store,2,299.0
5232,2025-03-10,1304,18,11,Store,2,399.0
5233,2026-04-21,1008,17,13,Store,1,2599.0
5234,2025-10-08,1664,7,9,Online,2,233.1
5235,2025-09-22,1101,5,8,Store,2,3500.0
5236,2025-01-23,1401,17,9,Online,2,2339.1
5237,2026-03-10,1223,9,9,Store,2,1099.0
5238,2025-09-25,1311,6,3,Online,1,2249.1
5239,2025-08-09,1571,5,7,Online,1,3150.0
5240,2024-08-18,1672,17,6,Online,2,2339.1
5241,2024-08-06,1211,18,3,Online,1,359.1
5242,2024-11-07,1786,23,3,Online,1,359.1
5243,2026-03-20,1441,23,10,Online,2,359.1
5244,2024-06-22,1356,21,5,Online,1,44.1
5245,2024-12-25,1891,16,1,Online,1,3239.1
5246,2025-10-25,1586,4,5,Online,2,269.1
5247,2025-07-12,1264,12,1,Online,2,539.1
5248,2025-05-08,1035,10,4,Store,1,699.0
5249,2026-04-10,1618,11,1,Online,2,1079.1
5250,2024-07-17,1109,18,13,Store,2,399.0
5251,2026-05-05,1332,4,8,Store,2,299.0
5252,2025-12-24,1900,7,13,Store,2,259.0
5253,2025-04-22,1891,23,8,Store,2,399.0
5254,2024-07-15,1413,11,6,Store,1,1199.0
5255,2025-03-16,1301,17,3,Online,2,2339.1
5256,2025-07-28,1969,22,4,Store,2,299.0
5257,2025-09-15,1736,19,14,Online,2,89.1
5258,2025-05-08,1756,14,4,Store,2,4999.0
5259,2026-01-14,1398,12,9,Store,2,599.0
5260,2024-09-09,1917,19,14,Store,1,99.0
5261,2025-09-27,1869,1,6,Store,1,3999.0
5262,2025-01-19,1443,1,12,Store,1,3999.0
5263,2026-04-19,1490,20,10,Online,2,71.1
5264,2024-06-15,1937,1,6,Store,1,3999.0
5265,2025-01-14,1879,5,8,Online,2,3150.0
5266,2025-05-18,1544,16,9,Store,2,3599.0
5267,2024-11-18,1339,24,11,Store,1,599.0
5268,2025-12-09,1528,10,8,Online,2,629.1
5269,2025-01-08,1343,6,5,Store,1,2499.0
5270,2025-04-03,1305,11,1,Online,1,1079.1
5271,2025-03-01,1609,24,14,Online,1,539.1
5272,2025-09-13,1438,14,13,Store,2,4999.0
5273,2025-02-16,1900,18,2,Store,1,399.0
5274,2024-07-15,1791,13,13,Online,1,5129.1
5275,2025-02-11,1640,15,4,Online,2,3689.1
5276,2026-05-08,1610,4,3,Online,1,269.1
5277,2025-09-13,1116,22,3,Store,2,299.0
5278,2026-02-24,1352,25,4,Online,1,359.1
5279,2025-02-18,1752,22,3,Online,1,269.1
5280,2025-08-03,1779,13,6,Online,1,5129.1
5281,2025-07-12,1094,13,4,Store,2,5699.0
5282,2025-01-17,1143,2,1,Store,2,2999.0
5283,2025-01-21,1450,1,14,Store,2,3999.0
5284,2026-04-11,1897,13,13,Online,1,5129.1
5285,2024-09-02,1712,8,10,Online,2,1349.1
5286,2024-11-22,1585,16,13,Store,1,3599.0
5287,2025-10-22,1725,7,1,Online,2,233.1
5288,2025-06-24,1418,21,5,Store,1,49.0
5289,2024-11-20,1389,24,4,Store,1,599.0
5290,2026-01-25,1488,10,1,Online,1,629.1
5291,2026-04-07,1994,4,12,Online,1,269.1
5292,2024-11-29,1761,13,11,Online,1,5129.1
5293,2024-11-03,1705,22,11,Online,2,269.1
5294,2024-11-25,1554,5,13,Online,1,3150.0
5295,2024-06-27,1748,24,10,Store,2,599.0
5296,2024-09-30,1026,3,8,Online,1,1799.1
5297,2024-06-05,1672,22,13,Store,2,299.0
5298,2024-12-29,1491,20,14,Online,2,71.1
5299,2024-11-20,1093,9,9,Store,1,1099.0
5300,2025-05-17,1626,12,8,Online,1,539.1
5301,2024-08-09,1136,11,5,Online,1,1079.1
5302,2025-04-24,1578,23,5,Store,1,399.0
5303,2024-07-15,1686,23,10,Online,1,359.1
5304,2024-07-10,1482,19,6,Store,1,99.0
5305,2025-01-06,1214,4,11,Store,2,299.0
5306,2024-06-26,1641,25,6,Online,1,359.1
5307,2025-12-14,1883,8,2,Store,2,1499.0
5308,2025-08-16,1452,11,12,Store,1,1199.0
5309,2025-03-14,1415,7,8,Store,2,259.0
5310,2025-10-13,1082,2,4,Store,1,2999.0
5311,2024-06-24,1078,13,7,Online,2,5129.1
5312,2025-09-01,1813,23,13,Store,1,399.0
5313,2026-01-28,1255,7,9,Store,2,259.0
5314,2024-09-13,1140,23,8,Store,1,399.0
5315,2025-06-01,1969,9,2,Store,2,1099.0
5316,2025-04-18,1300,10,12,Store,2,699.0
5317,2024-12-12,1637,5,14,Store,1,3500.0
5318,2025-07-02,1504,18,10,Store,2,399.0
5319,2024-07-28,1435,12,2,Online,1,539.1
5320,2025-11-17,1348,18,5,Online,2,359.1
5321,2025-05-22,1837,4,11,Store,1,299.0
5322,2026-01-24,1284,11,9,Online,2,1079.1
5323,2025-07-16,1382,13,3,Store,2,5699.0
5324,2026-03-14,1975,12,5,Online,1,539.1
5325,2026-05-19,1239,7,8,Online,1,233.1
5326,2026-02-22,1031,8,7,Store,1,1499.0
5327,2025-02-01,1770,24,12,Store,2,599.0
5328,2025-05-13,1496,21,10,Online,1,44.1
5329,2024-11-28,1268,4,4,Store,1,299.0
5330,2024-12-24,1476,16,4,Online,1,3239.1
5331,2026-04-01,1645,23,10,Store,1,399.0
5332,2025-03-01,1766,22,9,Store,1,299.0
5333,2024-11-08,1710,12,12,Online,1,539.1
5334,2024-11-12,1858,17,11,Online,1,2339.1
5335,2026-02-07,1412,2,2,Store,1,2999.0
5336,2025-05-22,1079,17,3,Store,1,2599.0
5337,2024-12-09,1706,17,13,Online,1,2339.1
5338,2025-07-20,1457,6,1,Online,2,2249.1
5339,2025-08-21,1845,5,1,Online,1,3150.0
5340,2026-02-07,1700,25,10,Store,2,399.0
5341,2024-11-20,1423,8,9,Store,1,1499.0
5342,2025-12-10,1558,14,14,Online,2,4499.1
5343,2026-04-20,1976,10,12,Store,2,699.0
5344,2026-03-22,1044,13,8,Online,2,5129.1
5345,2026-03-09,1254,9,13,Store,1,1099.0
5346,2026-03-07,1248,9,6,Store,1,1099.0
5347,2024-08-09,1681,25,11,Store,2,399.0
5348,2025-11-17,1432,10,8,Store,1,699.0
5349,2026-02-20,1368,17,4,Store,2,2599.0
5350,2025-01-31,1510,17,8,Store,2,2599.0
5351,2026-03-09,1146,10,7,Online,1,629.1
5352,2024-08-28,1622,18,6,Store,2,399.0
5353,2024-07-16,1647,10,13,Store,2,699.0
5354,2024-07-06,1016,20,10,Store,1,79.0
5355,2024-08-31,1632,10,8,Store,2,699.0
5356,2025-09-30,1365,2,11,Store,1,2999.0
5357,2024-08-02,1749,7,11,Online,2,233.1
5358,2025-12-28,1040,18,11,Store,2,399.0
5359,2024-09-12,1102,24,10,Store,2,599.0
5360,2025-01-11,1686,3,10,Online,1,1799.1
5361,2025-12-23,1131,19,13,Online,2,89.1
5362,2024-12-11,1436,10,6,Store,2,699.0
5363,2025-12-03,1167,19,2,Store,2,99.0
5364,2024-11-23,1433,12,8,Online,1,539.1
5365,2026-01-02,1241,2,4,Store,2,2999.0
5366,2026-02-13,1413,17,1,Store,1,2599.0
5367,2026-03-21,1630,24,10,Online,1,539.1
5368,2025-03-20,1920,4,12,Store,2,299.0
5369,2025-02-12,1389,12,7,Online,2,539.1
5370,2025-01-05,1712,15,5,Store,2,4099.0
5371,2026-02-20,1915,16,8,Store,2,3599.0
5372,2024-08-23,1390,24,13,Online,1,539.1
5373,2025-11-06,1981,11,7,Store,1,1199.0
5374,2025-08-14,1191,2,3,Online,1,2699.1
5375,2026-01-31,1051,16,4,Store,1,3599.0
5376,2024-06-10,1406,6,1,Online,1,2249.1
5377,2026-03-23,1344,10,1,Online,2,629.1
5378,2025-01-10,1645,2,4,Online,2,2699.1
5379,2025-10-13,1749,25,1,Store,1,399.0
5380,2024-08-04,1895,5,2,Online,1,3150.0
5381,2026-05-23,1968,25,5,Online,1,359.1
5382,2025-10-24,1767,9,13,Online,2,989.1
5383,2026-01-14,1597,6,14,Online,2,2249.1
5384,2024-10-19,1934,7,9,Online,1,233.1
5385,2025-05-02,1524,20,1,Online,2,71.1
5386,2024-06-29,1733,25,13,Online,2,359.1
5387,2024-11-29,1938,9,14,Online,1,989.1
5388,2024-07-16,1694,17,3,Online,1,2339.1
5389,2024-07-04,1738,20,12,Store,1,79.0
5390,2025-10-04,1093,7,11,Online,1,233.1
5391,2024-06-19,1569,16,6,Online,1,3239.1
5392,2025-11-26,1037,16,13,Store,2,3599.0
5393,2024-11-24,1088,1,14,Online,1,3599.1
5394,2025-05-06,1642,24,10,Store,2,599.0
5395,2024-06-28,1585,5,14,Online,2,3150.0
5396,2025-01-09,1109,17,5,Online,2,2339.1
5397,2025-05-29,1084,14,14,Store,1,4999.0
5398,2025-07-09,1334,2,14,Online,2,2699.1
5399,2024-11-11,1359,4,2,Online,2,269.1
5400,2026-01-31,1313,4,4,Store,1,299.0
5401,2024-05-28,1383,5,4,Store,1,3500.0
5402,2024-07-01,1009,6,14,Store,2,2499.0
5403,2026-02-02,1960,13,12,Online,2,5129.1
5404,2025-11-04,1524,8,4,Online,2,1349.1
5405,2025-06-12,1944,21,13,Online,2,44.1
5406,2025-03-25,1257,11,1,Online,2,1079.1
5407,2024-09-05,1898,17,6,Store,1,2599.0
5408,2025-01-27,1319,12,6,Online,2,539.1
5409,2026-01-08,1313,19,6,Online,1,89.1
5410,2026-05-17,1847,15,6,Store,1,4099.0
5411,2026-02-02,1735,10,3,Online,1,629.1
5412,2024-08-27,1943,24,9,Online,2,539.1
5413,2025-04-20,1069,20,5,Online,2,71.1
5414,2026-03-08,1564,23,13,Online,2,359.1
5415,2024-08-28,1052,25,13,Online,2,359.1
5416,2025-05-25,1225,2,1,Store,1,2999.0
5417,2024-09-22,1819,19,8,Store,2,99.0
5418,2025-03-22,1619,9,8,Online,1,989.1
5419,2025-08-14,1541,25,4,Store,1,399.0
5420,2026-05-06,1349,3,9,Online,1,1799.1
5421,2024-09-29,1960,18,5,Store,1,399.0
5422,2026-04-14,1831,4,6,Store,2,299.0
5423,2024-12-11,1863,8,7,Online,1,1349.1
5424,2024-07-01,1746,14,11,Online,1,4499.1
5425,2025-04-07,1850,18,2,Store,1,399.0
5426,2026-01-05,1318,9,9,Online,1,989.1
5427,2025-08-28,1808,19,13,Online,1,89.1
5428,2026-04-26,1198,20,14,Online,2,71.1
5429,2025-10-02,1703,17,12,Online,2,2339.1
5430,2024-06-03,1460,15,9,Online,2,3689.1
5431,2024-10-08,1921,20,11,Store,1,79.0
5432,2025-04-02,1404,11,9,Online,2,1079.1
5433,2024-07-31,1235,6,2,Store,1,2499.0
5434,2025-07-22,1640,12,1,Online,2,539.1
5435,2025-05-25,1149,13,3,Store,2,5699.0
5436,2025-09-01,1199,14,12,Store,2,4999.0
5437,2024-08-11,1235,21,6,Store,2,49.0
5438,2025-10-06,1547,20,10,Store,2,79.0
5439,2026-05-07,1742,3,13,Store,1,1999.0
5440,2025-12-23,1248,14,4,Store,2,4999.0
5441,2025-02-20,1062,5,2,Online,2,3150.0
5442,2025-05-11,1875,2,1,Store,2,2999.0
5443,2025-07-06,1155,22,5,Store,1,299.0
5444,2024-10-09,1256,9,4,Online,2,989.1
5445,2025-08-25,1755,3,2,Online,2,1799.1
5446,2025-03-05,1157,8,12,Store,2,1499.0
5447,2025-10-23,1005,25,9,Store,2,399.0
5448,2025-05-07,1996,13,5,Online,2,5129.1
5449,2024-10-24,1336,8,2,Store,2,1499.0
5450,2024-07-07,1352,16,1,Online,1,3239.1
5451,2024-09-12,1547,11,3,Online,2,1079.1
5452,2024-07-02,1775,6,10,Store,1,2499.0
5453,2024-09-28,1243,24,5,Store,2,599.0
5454,2025-10-18,1894,9,7,Store,2,1099.0
5455,2025-01-17,1832,13,14,Store,2,5699.0
5456,2025-08-18,1273,10,9,Store,2,699.0
5457,2026-05-10,1275,24,14,Store,2,599.0
5458,2025-12-09,1241,18,3,Store,2,399.0
5459,2025-06-28,1253,23,6,Online,2,359.1
5460,2025-07-04,1345,22,3,Online,2,269.1
5461,2024-07-09,1511,1,11,Store,2,3999.0
5462,2024-06-13,1676,12,13,Online,1,539.1
5463,2024-09-30,1780,20,4,Store,2,79.0
5464,2025-05-18,1923,8,9,Online,1,1349.1
5465,2025-10-30,1423,11,14,Store,2,1199.0
5466,2024-11-08,1192,16,7,Online,2,3239.1
5467,2025-12-26,1385,2,10,Online,1,2699.1
5468,2024-10-25,1074,19,10,Online,2,89.1
5469,2026-04-11,1142,1,7,Online,2,3599.1
5470,2025-05-19,1283,18,5,Store,1,399.0
5471,2026-01-04,1946,1,6,Store,1,3999.0
5472,2025-03-19,1121,18,8,Store,2,399.0
5473,2024-10-28,1598,9,2,Online,2,989.1
5474,2026-03-24,1440,6,14,Store,2,2499.0
5475,2025-04-05,1511,15,2,Store,2,4099.0
5476,2024-11-04,1009,3,13,Store,1,1999.0
5477,2024-11-29,1125,14,9,Store,1,4999.0
5478,2025-03-08,1264,14,9,Online,2,4499.1
5479,2025-09-13,1086,1,5,Store,2,3999.0
5480,2024-10-24,1472,12,9,Online,2,539.1
5481,2024-10-19,1728,3,6,Online,1,1799.1
5482,2025-11-16,1007,16,10,Online,1,3239.1
5483,2024-11-06,1616,18,1,Store,1,399.0
5484,2025-04-15,1486,24,3,Online,2,539.1
5485,2026-01-03,1848,21,3,Online,1,44.1
5486,2026-02-20,1692,14,12,Online,1,4499.1
5487,2024-07-02,1890,23,6,Store,2,399.0
5488,2025-06-12,1807,22,1,Store,1,299.0
5489,2024-09-15,1325,21,5,Store,1,49.0
5490,2026-05-01,1366,10,7,Online,1,629.1
5491,2024-07-14,1861,2,9,Store,1,2999.0
5492,2024-08-12,1177,8,7,Store,1,1499.0
5493,2026-03-18,1372,19,6,Store,1,99.0
5494,2025-05-10,1329,16,4,Online,1,3239.1
5495,2025-04-27,1710,3,1,Online,2,1799.1
5496,2024-07-05,1698,24,1,Online,2,539.1
5497,2025-06-23,1757,20,6,Online,1,71.1
5498,2026-01-04,1835,15,7,Store,1,4099.0
5499,2024-08-18,1771,25,10,Online,2,359.1
5500,2024-10-10,1447,22,3,Store,2,299.0
5501,2025-04-16,1095,5,12,Online,2,3150.0
5502,2026-04-24,1709,10,2,Online,2,629.1
5503,2025-07-30,1279,1,6,Store,2,3999.0
5504,2025-10-07,1578,7,14,Store,2,259.0
5505,2026-05-10,1966,2,6,Store,1,2999.0
5506,2024-08-20,1790,15,5,Online,1,3689.1
5507,2024-06-21,1336,9,9,Online,1,989.1
5508,2024-10-23,1292,16,2,Online,1,3239.1
5509,2025-07-31,1093,15,1,Online,2,3689.1
5510,2026-04-08,1275,3,2,Online,2,1799.1
5511,2026-02-05,1609,22,11,Online,2,269.1
5512,2025-10-22,1816,17,1,Store,2,2599.0
5513,2025-07-16,1058,12,11,Online,2,539.1
5514,2025-02-27,1027,3,3,Online,1,1799.1
5515,2024-10-16,1584,22,1,Store,1,299.0
5516,2026-04-21,1499,22,12,Store,2,299.0
5517,2024-07-18,1070,16,9,Store,1,3599.0
5518,2025-02-18,1398,25,13,Online,2,359.1
5519,2024-12-01,1034,4,6,Store,1,299.0
5520,2026-04-15,1553,1,3,Store,1,3999.0
5521,2024-12-08,1357,3,7,Online,2,1799.1
5522,2024-12-25,1910,3,11,Store,2,1999.0
5523,2025-10-14,1655,11,14,Store,2,1199.0
5524,2026-04-06,1384,15,13,Store,2,4099.0
